date,paid_price
2024-12-30,40088.19
2024-12-31,2792.34
2025-01-01,40416.340000000004
2025-01-02,28139.65
2025-01-03,31552.070000000003
2025-01-04,29054.53
2025-01-05,7888.33
2025-01-06,7818.0
2025-01-07,25769.07
2025-01-08,21255.45
2025-01-09,26479.670000000002
2025-01-10,7115.1
2025-01-11,9223.17
2025-01-12,9973.25
2025-01-13,27288.59
2025-01-14,17284.04
2025-01-15,38409.72
2025-01-16,37679.21
2025-01-17,10382.77
2025-01-18,8203.52
2025-01-19,6231.21
2025-01-20,12597.02
2025-01-21,5883.07
2025-01-22,31763.170000000002
2025-01-23,28151.54
2025-01-24,11722.029999999999
2025-01-25,17338.07
2025-01-26,1123.92
2025-01-27,23343.21
2025-01-28,35813.44
2025-01-29,79537.29000000001
2025-01-30,17918.58
2025-01-31,8093.99
2025-02-01,1374.52
2025-02-02,19613.38
2025-02-03,64015.69
2025-02-04,11536.720000000001
2025-02-05,23263.99
2025-02-06,10867.95
2025-02-07,23682.760000000002
2025-02-08,1477.67
2025-02-09,33020.19
2025-02-10,11457.94
2025-02-11,22033.010000000002
2025-02-12,53395.51
2025-02-13,13018.769999999999
2025-02-14,4460.09
2025-02-15,6935.27
2025-02-16,9112.88
2025-02-17,49647.46
2025-02-18,11827.91
2025-02-19,30231.54
2025-02-20,48793.75
2025-02-21,7693.05
2025-02-22,7852.17
2025-02-23,1046.12
2025-02-24,25250.71
2025-02-25,50907.09
2025-02-26,1504.93
2025-02-27,4337.27
2025-02-28,15687.5
2025-03-01,4589.45
2025-03-02,23611.63
2025-03-03,5742.56
2025-03-04,10195.48
2025-03-05,861.32
2025-03-06,22343.97
2025-03-07,16726.04
2025-03-08,47956.49
2025-03-09,1173.3600000000001
2025-03-10,11229.94
2025-03-11,10974.49
2025-03-12,1241.0900000000001
2025-03-13,33564.11
2025-03-14,15518.75
2025-03-15,8161.64
2025-03-16,11100.810000000001
2025-03-17,24965.95
2025-03-18,1635.41
2025-03-19,23792.6
2025-03-20,882.38
2025-03-21,1169.47
2025-03-22,12559.550000000001
2025-03-23,7856.889999999999
2025-03-24,1871.68
2025-03-25,16869.65
2025-03-26,18518.13
2025-03-27,14590.5
2025-03-28,3390.3100000000004
2025-03-29,21605.35
2025-03-30,14647.2
2025-03-31,10112.13
2025-04-01,1409.96
2025-04-02,5663.96
2025-04-03,10103.24
2025-04-04,1503.13
2025-04-05,4393.81
2025-04-06,1177.8
2025-04-07,11743.66
2025-04-08,11372.59
2025-04-09,4397.13
2025-04-10,1287.37
2025-04-11,10148.9
2025-04-12,7713.15
2025-04-13,6972.780000000001
2025-04-14,3151.9
2025-04-15,9565.91
2025-04-16,27719.83
2025-04-17,1393.47
2025-04-18,23964.21
2025-04-19,19489.129999999997
2025-04-20,10599.25
2025-04-21,21871.2
2025-04-22,1054.16
2025-04-23,5451.03
2025-04-24,9229.45
2025-04-25,658.49
2025-04-26,12509.39
2025-04-27,948.2
2025-04-28,9847.83
2025-04-29,1052.59
2025-04-30,1258.05
2025-05-01,1737.55
2025-05-02,857.36
2025-05-03,945.54
2025-05-04,1839.8
2025-05-05,874.81
2025-05-06,714.64
2025-05-07,9734.630000000001
2025-05-08,4069.1
2025-05-09,740.85
2025-05-10,5060.0
2025-05-11,19924.93
2025-05-12,9579.52
2025-05-13,1235.33
2025-05-14,5744.0
2025-05-15,9886.44
2025-05-16,1019.12
2025-05-17,633.85
2025-05-18,23308.29
2025-05-19,700.9
2025-05-20,599.25
2025-05-21,5060.69
2025-05-22,24815.9
2025-05-23,6788.71
2025-05-24,727.0
2025-05-25,6407.51
2025-05-26,541.45
2025-05-27,9604.82
2025-05-28,35347.49
2025-05-29,772.56
2025-05-30,687.87
2025-05-31,489.84000000000003
2025-06-01,340.54
2025-06-02,1260.54
2025-06-03,503.04
2025-06-04,6802.14
2025-06-05,5272.04
2025-06-06,258.72
2025-06-07,14052.73
2025-06-08,673.24
2025-06-09,37839.32
2025-06-10,4910.6
2025-06-11,158.5
2025-06-12,418.0
2025-06-13,333.69
2025-06-14,827.61
2025-06-15,492.2
2025-06-16,465.1
2025-06-17,2356.3900000000003
2025-06-18,976.7
2025-06-19,20182.55
2025-06-20,512.49
2025-06-21,7973.51
2025-06-22,8842.5
2025-06-23,4740.29
2025-06-24,4467.2
2025-06-25,2936.6400000000003
2025-06-26,629.97
2025-06-27,750.48
2025-06-28,134.7
2025-06-29,744.0
2025-06-30,2171.43
2025-07-01,824.04
2025-07-02,417.79
2025-07-03,7350.099999999999
2025-07-04,13386.5
2025-07-05,5459.5
2025-07-06,2870.67
2025-07-07,965.4
2025-07-08,9449.75
2025-07-09,48764.4
2025-07-10,541.0
2025-07-11,357.0
2025-07-12,179.75
2025-07-13,760.98
2025-07-14,349.65
2025-07-15,14.5
2025-07-16,674.85
2025-07-17,544.7
2025-07-18,10989.4
2025-07-19,376.58
2025-07-20,7690.4
2025-07-21,4166.219999999999
2025-07-22,516.48
2025-07-23,467.84
2025-07-24,478.69
2025-07-25,12978.54
2025-07-26,194.99
2025-07-27,942.35
2025-07-28,5962.650000000001
2025-07-29,25.5
2025-07-30,117.2
2025-07-31,127.78999999999999
2025-08-01,564.3299999999999
2025-08-02,8064.99
2025-08-03,298.49
2025-08-04,796.38
2025-08-05,422.78999999999996
2025-08-06,172.2
2025-08-07,135.0
2025-08-08,377.4
2025-08-09,228.98
2025-08-10,538.0
2025-08-11,53.0
2025-08-12,175.9
2025-08-13,8981.59
2025-08-14,195.05
2025-08-15,4811.5
2025-08-16,254.7
2025-08-17,6587.0
2025-08-18,379.5
2025-08-19,14666.08
2025-08-20,3038.9
2025-08-21,5459.2
2025-08-22,85.0
2025-08-23,121.9
2025-08-24,17557.8
2025-08-25,280.6
2025-08-26,465.96999999999997
2025-08-27,174.48000000000002
2025-08-28,707.26
2025-08-29,5557.3
2025-08-30,279.2
2025-08-31,142.49
2025-09-01,14350.0
2025-09-02,59.5
2025-09-03,79.4
2025-09-04,6605.25
2025-09-05,120.59
2025-09-06,255.85
2025-09-07,24892.25
2025-09-08,439.5
2025-09-09,122.75
2025-09-11,74.99
2025-09-12,59.4
2025-09-13,221.25
2025-09-14,171.70999999999998
2025-09-15,54.0
2025-09-16,169.8
2025-09-17,56.5
2025-09-18,80.99
2025-09-19,219.99
2025-09-20,55.24
2025-09-22,455.5
2025-09-23,49.8
2025-09-24,88.5
2025-09-25,118.75
2025-09-26,175.75
2025-09-27,111.75
2025-09-28,13974.55
2025-09-29,49.0
2025-10-02,47.4
2025-10-03,7943.4
2025-10-04,35.98
2025-10-06,187.4
2025-10-07,14550.0
2025-10-12,27.0
2025-10-14,321.4
2025-10-17,65.5
2025-10-18,87.6
2025-10-20,68.5
2025-10-25,13980.0
2025-10-26,152.48
2025-10-29,44.7
2025-11-01,75.5
2025-11-02,224.0
2025-11-04,90.6
2025-11-05,64.25
2025-11-12,71.0
2025-12-01,73.99
2025-12-04,101.25
2025-12-05,4260.0
